,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
151,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Ma'btali,,,Syria,6040760,2018-03-18,SYR30072,30072,Battles,0,1,8,2,28,760,SYR,36.5633,Ma'btali,36.7368,"Turkish forces, supported by Turkish air cover, took control of the city of Ma'btali from QSD/YPG forces. No injuries or fatalities were reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Non-state actor overtakes territory,1,1571164392,2018
152,Operation Olive Branch,Operation Olive Branch,Aleppo,Afrin,Afrin,,,Syria,5849316,2018-03-18,SYR30027,30027,Battles,0,2,2,2,22,760,SYR,36.5111,Afrin,36.8655,Operation Olive Branch units reportedly fought with one another during looting of towns and villages in and around Afrin city. No injuries or fatalities were reported.,Middle East,SOHR,Other,Armed clash,1,1567462256,2018
153,YPG: Peoples Protection Units,Operation Olive Branch,Aleppo,Afrin,Bulbul,,,Syria,6078480,2018-03-18,SYR30048,30048,Explosions/Remote violence,0,2,2,2,22,760,SYR,36.7697,Bulbul,36.8193,"YPG forces fired an ATGM at an Operation Olive Branch vehicle in the Bulbul district, destroying it. No injuries or fatalities were reported .",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164574,2018
154,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6076324,2018-03-18,SYR30034,30034,Strategic developments,0,1,2,2,22,760,SYR,36.5111,Afrin,36.8655,Weapons seizure: Operation Olive Branch forces captured a sizeable underground weapons storehouse from YPG fighters after capturing the city of Afrin.,Middle East,Liveuamap,Local partner-New media,Disrupted weapons use,1,1571164570,2018
155,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6077050,2018-03-18,SYR30083,30083,Battles,0,2,2,2,22,760,SYR,36.7335,Sheikh Khoraz,36.8891,Operation Olive Branch Free Syrian Army forces captured the village of Kamrouk in the Sheikh Khoraz countryside from YPG fighters. No injuries or fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
156,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Ma'btali,JSH: Free Syrian Army,,Syria,6075608,2018-03-18,SYR30071,30071,Battles,0,2,2,2,22,760,SYR,36.5633,Ma'btali,36.7368,Operation Olive Branch Free Syrian Army forces captured the villages of Walad al-Arab and Khalil Oshagi in the Ma'btali district from YPG fighters. No injuries or fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164569,2018
157,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6075016,2018-03-18,SYR30056,30056,Battles,6,1,2,2,22,760,SYR,36.4842,Hajj Hasanli,36.6532,"Operation Olive Branch Free Syrian Army forces captured the village of Hajj Hasanli and its ""camp"" from YPG fighters. Six YPG fighters were reported killed during the clashes.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
158,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6074693,2018-03-18,SYR30028,30028,Battles,0,2,2,2,22,760,SYR,36.5111,Afrin,36.8655,"Operation Olive Branch Free Syrian Army forces captured the villages of Kokhi, Silo, and Qantara in the Afrin sub-district and the road from Afrin to Raju from YPG fighters. No injuries or fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
159,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6080060,2018-03-16,SYR29959,29959,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6978,Tell Abiad,38.9548,"Turkish warplanes struck a YPG position south of Tell Abiad, destroying equipment. No injuries or fatalities reported.",Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164582,2018
160,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Quamishli,,,Syria,5840510,2018-03-16,SYR29952,29952,Battles,1,2,8,2,28,760,SYR,37.0447,Quamishli,41.2262,A Turkish military sniper shot and killed a YPG fighter in the village of Qahtaniyah which is northeast of Quamishli city.,Middle East,SHAM,National,Armed clash,1,1567462245,2018
161,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch,,Syria,5866768,2018-03-15,SYR47133,47133,Battles,11,2,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"On 18 September 2018, the bodies of 11 YPG fighters and civilians were found in the Jandairis area of Afrin sub-district. The individuals were killed in clashes in March of the same year with Turkish and Operation Olive Branch fighters.",Middle East,SOHR,Other,Armed clash,3,1567462278,2018
162,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6080827,2018-03-14,SYR29842,29842,Battles,0,1,2,2,22,760,SYR,36.6867,Yabseh,36.8344,The fighters of the Olive Branch operation controlled Yabseh village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164583,2018
163,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,5868533,2018-03-14,SYR29774,29774,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"The Turkish army supported by the rebel and Islamic Olive Branch factions clashed with the YPG in the vicinity of Afrin city in the northern countryside of Aleppo, in which the clashes were accompanied by Turkish shelling on the area of clashes. Neither injuries nor fatalities were reported.",Middle East,SOHR,Other,Armed clash,1,1567462280,2018
164,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6077429,2018-03-14,SYR29838,29838,Battles,0,1,2,2,22,760,SYR,36.5092,Tall Gazi,36.7686,JSH fighters of the Olive Branch operation controlled Tall Gazi village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
165,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6074558,2018-03-14,SYR29825,29825,Battles,0,1,2,2,22,760,SYR,36.5004,Marata,36.8006,The fighters of the Olive Branch operation controlled Marata village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164567,2018
166,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6075038,2018-03-14,SYR29820,29820,Battles,0,1,2,2,22,760,SYR,36.4396,Koran Jandris,36.6734,The fighters of the Olive Branch operation controlled Koran Jandris village and its surrounding in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
167,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6074673,2018-03-14,SYR29831,29831,Battles,0,1,2,2,22,760,SYR,36.5236,Hulilu,36.8036,The fighters of the Olive Branch operation controlled Nireh village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
168,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6081745,2018-03-14,SYR29840,29840,Battles,0,1,2,2,22,760,SYR,36.5003,Upper Kafardali,36.7650,JSH fighters of the Olive Branch operation controlled Upper Kafardali village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164584,2018
169,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,5848394,2018-03-14,SYR29806,29806,Battles,0,2,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"The Turkish army supported by the rebel and Islamic Olive Branch factions clashed with the YPG in the vicinity of Jandairis town in the northern countryside of Aleppo, where the Turkish army and the rebel factions managed to advance and control several areas. Neither injuries nor fatalities were reported.",Middle East,SOHR,Other,Armed clash,1,1567462254,2018
170,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6079126,2018-03-13,SYR29737,29737,Battles,0,1,2,2,22,760,SYR,36.4801,Al Fushah,36.7603,The fighters of the Olive Branch Operation controlled Gewrika village in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
171,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6082044,2018-03-13,SYR29732,29732,Battles,0,1,2,2,22,760,SYR,36.4634,Deir Meshmesh,36.9172,The fighters of the Olive Branch operation controlled Deir Meshmesh village and its surrounding in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164584,2018
172,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6082454,2018-03-13,SYR29755,29755,Battles,0,1,2,2,22,760,SYR,36.4773,Lower Kafardali,36.7786,The fighters of the Olive Branch Operation controlled Lower Kafardali village in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164585,2018
173,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6082674,2018-03-13,SYR29772,29772,Battles,0,1,2,2,22,760,SYR,36.4779,Jubbali,36.9318,The fighters of the Olive Branch operation controlled Zuraikat village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164585,2018
174,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; Opposition Rebels (Syria),,Syria,6077692,2018-03-13,SYR29720,29720,Battles,0,1,8,2,28,760,SYR,36.3411,Basufan,36.8736,"The Turkish army and the rebel factions, likely Olive Branch, managed to control Basufan village in the northern countryside of Aleppo after clashes with YPG. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164572,2018
175,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6076975,2018-03-13,SYR29738,29738,Battles,0,1,8,2,28,760,SYR,36.3768,Ghazawiyah,36.8417,"The Turkish army and the rebel factions of the Free Syrian Army, liekly Olive Branch, controlled Ghazawiyah village in the northern countryside of Aleppo after clashes with the YPG. No fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
176,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6076131,2018-03-13,SYR29761,29761,Battles,0,2,2,2,22,760,SYR,36.4728,Qarah Basha,36.7611,The fighters of the Olive Branch Operation controlled Qarah Basha and Fakira villages in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
177,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,JSH: Free Syrian Army,,Syria,6076250,2018-03-13,SYR29731,29731,Battles,0,1,2,2,22,760,SYR,36.5279,Darmashkanli,36.6556,The fighters of the Olive Branch operation controlled Darmashkanli village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
178,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,JSH: Free Syrian Army,,Syria,6079876,2018-03-13,SYR29754,29754,Battles,0,1,2,2,22,760,SYR,36.5506,Kalanli,36.6426,The fighters of the Olive Branch operation controlled Kalanli village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164582,2018
179,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,JSH: Free Syrian Army,,Syria,6082598,2018-03-13,SYR29757,29757,Battles,0,1,2,2,22,760,SYR,36.5345,Maghar Jeq,36.6587,The fighters of the Olive Branch operation controlled Maghar Jeq village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164585,2018
180,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6040635,2018-03-13,SYR29704,29704,Battles,2,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"The Turkish army supported by the rebel and Islamic factions, likely Olive Branch factions, clashed with the YPG in the area between Afrin and Jinderes in which the clashes were accompanied by Turkish airstrikes on the areas of clashes. One source reported that the Turkish warplanes carried out airstrikes on the road between Jindires and Afrin in Aleppo, killing 2 civilians.",Middle East,Airwars; SOHR,Local partner-Other,Armed clash,1,1571164392,2018
181,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,,,Syria,6075397,2018-03-12,SYR29621,29621,Battles,1,2,8,2,28,760,SYR,36.7697,Bulbul,36.8193,"Heavy clashes took place between Turkish and YPG forces around Derwes and Qizilbasha villages in the Bulbul sub-district of northern Afrin, Aleppo. 1 YPG fighter was killed near Qizilbasha.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2018
182,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6074575,2018-03-12,SYR29688,29688,Battles,0,1,2,2,22,760,SYR,36.6853,Ras al Ahmar,36.8726,"JSH Olive Branch forces took control of Ras al-Ahmar village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164567,2018
183,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6077536,2018-03-12,SYR29667,29667,Battles,0,1,2,2,22,760,SYR,36.4777,Kobla,36.9323,"JSH Olive Branch forces took full control of Kobla village and watch tower in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
184,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6074774,2018-03-12,SYR29619,29619,Battles,0,1,2,2,22,760,SYR,36.6806,Bilan Koy,36.8682,"JSH Olive Branch forces took control of Bilan Koy village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
185,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,JSH: Free Syrian Army,,Syria,6074936,2018-03-12,SYR29682,29682,Battles,0,1,2,2,22,760,SYR,36.6746,Al Qarah,36.9017,"JSH Olive Branch forces established control of Qarqin village in northern Afrin, Aleppo, after clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
186,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6075736,2018-03-12,SYR29685,29685,Battles,0,1,2,2,22,760,SYR,36.7106,Qotan,36.8002,"JSH Olive Branch forces took control of parts of Qotan village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2018
187,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Eastern Army,,Syria,6075152,2018-03-12,SYR29702,29702,Battles,0,1,2,2,22,760,SYR,36.4187,Zindi Kiyan,36.6947,"Eastern Army Olive Branch forces solidified full control over Zindi Kiyan village in southwest Afrin, Aleppo, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
188,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6075271,2018-03-12,SYR29650,29650,Battles,0,1,2,2,22,760,SYR,36.3536,Iskan,36.8067,"JSH Olive Branch forces took control of Iskan village in southwest Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
189,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,,,Syria,6078628,2018-03-12,SYR29686,29686,Battles,0,2,8,2,28,760,SYR,36.7106,Qotan,36.8002,"Heavy clashes took place between Turkish and YPG forces in the vicinity of Qotan village in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164580,2018
190,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6076712,2018-03-12,SYR29651,29651,Battles,0,1,2,2,22,760,SYR,36.3574,Jalamah,36.7704,"Olive Branch forces took control of Jalamah village in southwest Afrin, Aleppo, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
191,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Jebel Saman,Daret Azza,,,Syria,6076953,2018-03-12,SYR29630,29630,Battles,0,1,2,2,22,760,SYR,36.3242,Deir Samaan,36.8369,Olive Branch forces reached Deir Samaan village in northern Aleppo following clashes with YPG fighters in nearby areas. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164571,2018
192,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Ma'btali,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,5857771,2018-03-12,SYR29674,29674,Battles,0,2,8,2,28,760,SYR,36.5633,Ma'btali,36.7368,"Clashes and exchange of shelling took place between Turkish and Olive Branch rebel and Islamist factions against YPG and HXP fighters in the areas of Ma'btali sub-district of northern Aleppo, where Turkish and allied forces advanced. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462267,2018
193,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,5859566,2018-03-12,SYR29652,29652,Battles,0,2,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"Clashes and exchange of shelling took place between Turkish and Olive Branch rebel and Islamist factions against YPG and HXP fighters in the west and north of Jandairis sub-district of northern Aleppo, where Turkish and allied forces advanced. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462269,2018
194,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,6079108,2018-03-12,SYR29684,29684,Explosions/Remote violence,0,2,2,8,28,760,SYR,36.5253,Qibar,36.9113,A YPG ATGM targeted a Turkish military vehicle in Jalbir village near Qibar on the outskirts of Afrin city. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164581,2018
195,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch,,Syria,6076946,2018-03-12,SYR29603,29603,Battles,126,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,YPG/QSD forces claimed to have killed 126 Turkish soldiers and Olive Branch faction fighters in the Afrin area over a 24-hour period.,Middle East,Liveuamap,Local partner-New media,Armed clash,2,1571164571,2018
196,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6075103,2018-03-11,SYR29602,29602,Battles,0,1,2,2,22,760,SYR,36.4187,Zindi Kiyan,36.6947,"JSH Olive Branch fighters took partial control of Zindi Kiyan village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164568,2018
197,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6075139,2018-03-11,SYR29570,29570,Battles,0,1,2,2,22,760,SYR,36.4290,Kumush Burj,36.7124,"JSH Olive Branch fighters took control of Kumush Burj village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
198,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6074751,2018-03-11,SYR29585,29585,Battles,0,1,2,2,22,760,SYR,36.3351,Qilah,36.7486,"JSH Olive Branch fighters took control of Qilah village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
199,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6074838,2018-03-11,SYR29530,29530,Battles,0,1,2,2,22,760,SYR,36.4603,Bassilhaya,36.9539,"JSH fighters, likely affiliated with Olive Branch, took control over parts of Bassilhaya village from YPG fighters as Turkish forces shelled the village. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164568,2018
200,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6075216,2018-03-11,SYR29567,29567,Battles,0,1,2,2,22,760,SYR,36.4517,Kawkabah,36.8368,Olive Branch forces advanced against YPG fighters to control Kawkabah village near Afrin city. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
201,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6074720,2018-03-11,SYR29598,29598,Battles,0,1,2,2,22,760,SYR,36.4509,Tallaf Airbase,36.7942,Olive Branch forces advanced against YPG fighters to control Tallaf Airbase near Afrin city. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
202,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; Hamza Brigade; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6040569,2018-03-11,SYR29517,29517,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Clashes took place between Turkish forces and Olive Branch rebel and Islamist factions, including Hamza Brigade, against YPG and HXP fighters in the Afrin area of northern Aleppo, where Turkish and allied forces advanced to control 13 new villages near Afrin city and to advance to 2 km from the city. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Non-state actor overtakes territory,1,1571164392,2018
203,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; JSH: Free Syrian Army; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6040592,2018-03-11,SYR29584,29584,Battles,0,2,8,2,28,760,SYR,36.5253,Qibar,36.9113,"Violent clashes took place between Turkish and allied JSH rebel and Islamist Olive Branch factions against YPG and HXP fighters in the Qibar area near Afrin city, where Turkish and allied forces advanced to control the village. Olive Branch troops discovered a YPG weapons and ammunition store in the village. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Non-state actor overtakes territory,1,1571164392,2018
204,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6075244,2018-03-11,SYR29569,29569,Battles,0,1,8,2,28,760,SYR,36.4777,Kobla,36.9323,"Turkish and JSH Olive Branch forces took control over parts of Kobla village near Afrin city, likely following clashes with YPG. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164568,2018
205,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6075284,2018-03-11,SYR29590,29590,Battles,0,1,2,2,22,760,SYR,36.7152,Jaqmaq Kabir,36.6978,"JSH Olive Branch forces advanced against YPG fighters to control Jamqaq Kabir village in northwest Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164569,2018
206,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6079326,2018-03-11,SYR29568,29568,Battles,0,1,2,2,22,760,SYR,36.7086,Khujamanli,36.6885,"JSH Olive Branch forces advanced against YPG fighters to control Khjamanli village in northwest Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
207,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6075370,2018-03-11,SYR29520,29520,Battles,0,1,2,2,22,760,SYR,36.4646,Ain Dara,36.8659,JSH Olive Branch forces advanced against YPG fighters to control Ain Dara village in southwest Afrin district of Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164569,2018
208,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6076087,2018-03-11,SYR29562,29562,Battles,0,1,2,2,22,760,SYR,36.4630,Kafr Batrah,36.8141,JSH Olive Branch forces advanced against YPG fighters to control Kafr Batrah village in the Afrin area of northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
209,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,,Syria,6078613,2018-03-11,SYR29587,29587,Battles,0,2,2,2,22,760,SYR,36.6770,Raju,36.6645,"Olive Branch forces advanced against YPG fighters to control Shildar and Jenjil villages near Raju town in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164580,2018
210,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6078247,2018-03-11,SYR29535,29535,Battles,0,1,2,2,22,760,SYR,36.5279,Dakhm,36.6556,JSH Olive Branch forces advanced against YPG fighters to control Qujah Man village in the southwest of Afrin district of Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
