,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
19,6038647,2018-01-29,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Grey Wolves; Operation Olive Branch; Opposition Rebels; Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,Liveuamap; Airwars; SOHR,"Turkish warplanes raided villages in the Raju district of northern Aleppo as clashes and exchange of shelling took place in the areas of Raju's hills between Turkish Forces, Grey Wolves, and rebel and Islamist Olive Branch factions against YPG and HXP fighters. Olive Branch forces captured strategic hill ""915."" No fatalities reported although 2 civilians were injured.",0,1571164389
20,6038648,2018-01-29,Battles,Armed clash,Military Forces of Turkey (2016-) Gendarmerie,,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,SHAM; SNHR,The Turkish border guard snipers killed a fighter of YPG militia in Ras Al Ain city in the northern countryside of Al-Hasakeh.,1,1571164389
21,6038628,2018-01-29,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,A'zaz,A'zaz,Jabal Barsaya,36.6358,37.0324,Liveuamap; SOHR,"Clashes took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense forces in the Jabal Barsaya area of northern Aleppo, where Turkish forces shelled YPG targets. No fatalities reported. After gaining control the previous day, Turkish and allied forces deployed 8 tanks and 12 IFVs to the area and began building fortifications.",0,1571164389
22,6038629,2018-01-29,Battles,Armed clash,Military Forces of Turkey (2016-),Grey Wolves Militia; Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR; Liveuamap,"Turkish warplanes raided villages in the Jandiris district of northern Aleppo as clashes and exchange of shelling took place in the areas between Turkish Forces, Grey Wolves, and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces. A member of the YPG Press Office was wounded while covering news in the area. No fatalities reported.",0,1571164389
23,6038588,2018-01-28,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria); JSH: Free Syrian Army,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,Liveuamap; SOHR,"Clashes and intensive exchange of shelling took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the Hamam area on southwest Afrin. A YPJ fighter also carried out a suicide attack in order to stop Turkish advance in Hama. Clashes in Qastal Jandu and Hamam areas caused fatalities on both sides, coded as 10 and split, 5 each, between the 2 locations. 1 additional fatality coded at Hama for the suicide attacker.",6,1571164389
24,6038591,2018-01-28,Battles,Non-state actor overtakes territory,Operation Olive Branch,Military Forces of Turkey (2016-); JSH: Free Syrian Army,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,A'zaz,A'zaz,Jabal Barsaya,36.6358,37.0324,SOHR; Liveuamap,"Violent clashes, accompanied by heavy shelling and Turkish airstrikes, took place between Turkish forces, including TSK commandos and 3rd Corps National Army, and rebel and Islamist FSA Olive Branch factions against YPG and Self-Defense Forces fighters in Jabal Barsaya in northeast Afrin, where Turkish and allied forced advanced to take control of the area. At least 12 YPG and HXP fighters were killed, between 2 and 4 captured and others injured, while an unknown number of Turkish and allied forces were also captured, coded as an additional 5. YPG fighters were reportedly utilizing old Russian military fortifications in the area as well as a large network of tunnels and had erected bastions and towers in the area.",17,1571164389
25,5867675,2018-01-28,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR,"Clashes and exchange of targeting took place in the Raju sub-district of northern Aleppo, including Kafr Ker and other hills in the area, between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters. Casualties reported on both sides during clashes in Raju, Kafr Ker and Ali Baski. Due to the violent nature of the clashes, an unknown number of fatalities are coded as 10 and split, 5 each between Raju and Ali Baksi.",5,1567462279
26,6074863,2018-01-28,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,Liveuamap,A Turkish T129 ATAK helicopter destroyed 2 YPG vehicles near Jandiris city in northern Aleppo. No fatalities reported.,0,1571164568
27,6078444,2018-01-28,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-) Gendarmarie,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap,"YPG forces in Bulbul sub-district of Afrin hit a TSK border post with an ATGM, either a Konkurs or Fagot. No atalities reported.",2,1571164574
28,5857076,2018-01-28,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Ali Baski,36.7488,36.6721,SOHR,"Clashes, accompanied by Turkish artillery and rocket shelling and general exchange of shelling, took between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the Ali Baski area in western Afrin. Casualties reported on both sides during clashes in Raju, Kafr Ker and Ali Baski. Due to the violent nature of the clashes, an unknown number of fatalities are coded as 10 and split, 5 each between Raju and Ali Baksi.",5,1567462266
29,6038604,2018-01-28,Battles,Non-state actor overtakes territory,Operation Olive Branch,Military Forces of Turkey (2016-); JSH: Free Syrian Army,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Sharan,Qastal Jandu,36.6317,37.0193,Liveuamap; SOHR,"Violent clashes, accompanied by airstrikes, took place between Turkish forces and rebel and Islamist FSA Olive Branch factions against YPG and Self-Defense Forces fighters in Qastal Jandu town and the surrounding area of northern Afrin, where Turkish and allied forces gained control of the town. Clashes in Qastal Jandu and Hamam areas caused fatalities on both sides, coded as 10 and split, 5 each, between the 2 locations.",5,1571164389
30,6045755,2018-01-28,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,Civilians (Syria),Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap; Airwars,"Turkish warplanes bombed areas in the town of Bulbul in Afrin in Aleppo, killing 2 civilians and injuring 2 others.",2,1571164399
31,5843872,2018-01-27,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Tell Halaf,36.8240,40.0384,SHAM,The Turkish Warplanes targeted YPG positions in Tell Halaf village in the northern countryside of Al-Hasakeh which led to the killing of 5 fighters of YPG.,5,1567462249
32,6079562,2018-01-27,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,Liveuamap,"Turkish tank fire struck YPG fighters digging trenches in Ras Al Ain city in Al-Hasakeh governorate, destroying a bulldozer. Unclear if casualties resulted.",0,1571164581
33,5852981,2018-01-27,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR,"Two Turkish helicopters carried out strikes on Kafr Kar area in Raju district, amid accusations against Turkish forces of using napalm to target YPG positions during ground operations. No fatalities reported.",0,1567462260
34,6077398,2018-01-27,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,YPJ: Women's Protection Units,Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,Liveuamap,"Turkish warplanes targeted Hamam town in western Afrin, Aleppo, as clashes took place between YPG and YPJ forces and Olive Branch factions in the town. YPG captured armaments from faction fatalities in clashes. A Turkish ATAK helicopter targeted Yoga and YPJ forces in the area, with YPG and YPJ fighters responding with firearms. Unknown number of fatalities coded as 10.",10,1571164571
35,6038562,2018-01-27,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Ali Baski,36.7488,36.6721,SOHR; Liveuamap,"Clashes and exchange of targeting, likely machine gun or shelling, took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in and around Ali Baski town, overlooking Raju in northern Aleppo. Clashes resulted in exchanges of control, advancement, and withdrawal between the 2 parties, where Turkish and allied forces reportedly took control of the town and a YPG training camp nearby. Clashes in Ali Baski, Bulbul and Raju resulted in fatalities on both sides, with the unknown number coded as 10, with 4 allocated to Ali Baski and 3 each to Bulbul and Raju.",4,1571164389
36,6081449,2018-01-27,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Tal Marsides,36.4103,36.6137,Liveuamap,Olive Branch forces announced taking control over Tal Marsides an other nearby hills overlooking Jandairis city following clashes with the YPG. No fatalities reported.,0,1571164584
37,6038581,2018-01-27,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Al Sham Corps,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR; Liveuamap; Airwars,"Clashes took place between Turkish forces and rebel and Islamist Olive Branch factions, including Sham Corps, against YPG and Self-Defense Forces fighters in the villages and hills of Raju sub-district. Clashes resulted in exchanges of control, advancement, and withdrawal between the 2 parties, where Turkish and allied forces made advances to control new hills and positions. Clashes were accompanied by Turkish shelling, as Turkish warplanes bombed areas in the Raju area , injuring 6 civilians. Clashes in Ali Baksi, Bulbul and Raju resulted in fatalities on both sides, including Sham Corps commander ""Mahmood al-Dams"" in Raju, with the unknown number coded as 10, with 4 allocated to Ali Baksi and 3 each to Bulbul and Raju. Additionally, shelling on Al-Anquz, Bafelyun, and Qatma towns and on areas of Raju and Jandairis sub-districts caused casualties. Due to the violent nature of the event and unknown number of fatalities are coded as 10 and split between the 5 locations, with Raju allocated 2 fatalities.",2,1571164389
38,6038569,2018-01-27,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,SOHR; Liveuamap,"Clashes and intense exchange of shelling took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the Bulbul sub-district of northern Afrin, Aleppo. Turkish warplanes also carried out strikes on the area. Clashes resulted in exchanges of control, advancement, and withdrawal between the 2 parties. Turkish shelling on the area caused material damage and injuries. Clashes in Ali Baski, Bulbul and Raju resulted in fatalities on both sides, with the unknown number coded as 10, with 4 allocated to Ali Baski and 3 each to Bulbul and Raju.",3,1571164389
39,6079786,2018-01-26,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap,Turkish warplanes struck YPG positions in the town of Bulbul with YPG fighters reported killed. Unknown number of fatalities coded as 10.,10,1571164582
40,6038561,2018-01-26,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Ain Al Arab,Lower Shyookh,Zur Maghar,36.8346,38.0347,SOHR; Liveuamap,"Turkish forces fired on YPG positions in the village of Zur Maghar, causing material damage, with neither injuries nor fatalities reported.",0,1571164389
41,5853168,2018-01-26,Battles,Armed clash,Operation Olive Branch,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Omar Ushaghi,36.6030,36.6245,SOHR,"Turkish-led Operation Olive Branch forces - JSH and other Islamist factions - clashed violently with YPG forces across Raju township amid Turkish shelling of the town. The source recorded 53 YPG/QSD, 65 rebel and Islamist faction, and 7 Turkish fighter fatalities across Afrin and A'zaz districts since January 20th. Averaging out the fatalities across the six days, coded fatalities to 22 for today with 6 at Jandairis, 4 at Basraya (Azaz), 6 at Bulbul, and 6 at Omar (Raju).",6,1567462260
42,5860181,2018-01-26,Battles,Armed clash,Operation Olive Branch,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"Turkish-led Operation Olive Branch forces - JSH and other Islamist factions - clashed violently with YPG forces across Jandaires township amid Turkish shelling of the town. The source recorded 53 YPG/QSD, 65 rebel and Islamist faction, and 7 Turkish fighter fatalities across Afrin and A'zaz districts since January 20th. Averaging out the fatalities across the six days, coded fatalities to 22 for today with 6 at Jandairis, 4 at Basraya (Azaz), 6 at Bulbul, and 6 at Omar (Raju).",6,1567462270
43,6038549,2018-01-26,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,Civilians (Syria),Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,Liveuamap; Airwars,"Turkish forces shelled while Turkish warplanes struck YPG positions in the town of Jandairis, killing 1 civilian and injuring 6 others.",1,1571164389
44,5851006,2018-01-26,Battles,Armed clash,Operation Olive Branch,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Azaz,36.5849,37.0432,SOHR,"Turkish-led Operation Olive Branch forces - JSH and other Islamist factions - clashed violently with YPG forces in the Basraya mountain amid Turkish shelling of the town. The source recorded 53 YPG/QSD, 65 rebel and Islamist faction, and 7 Turkish fighter fatalities across Afrin and A'zaz districts since January 20th. Averaging out the fatalities across the six days, coded fatalities to 22 for today with 6 at Jandairis, 4 at Basraya (Azaz), 6 at Bulbul, and 6 at Omar (Raju).",4,1567462258
45,6075504,2018-01-26,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Azaz,36.5849,37.0432,Liveuamap,Turkish forces shelled YPG positions on the Barsaya mountain with neither injuries nor fatalities reported.,0,1571164569
46,5865765,2018-01-26,Battles,Armed clash,Operation Olive Branch,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,SOHR,"Turkish-led Operation Olive Branch forces - JSH and other Islamist factions - clashed violently with YPG forces across Bulbul township amid Turkish shelling of the town. The source recorded 53 YPG/QSD, 65 rebel and Islamist faction, and 7 Turkish fighter fatalities across A'zaz and Afrin districts since January 20th. Averaging out the fatalities across the six days, coded fatalities to 22 for today with 6 at Jandairis, 4 at Basraya (Azaz), 6 at Bulbul, and 6 at Omar (Raju).",6,1567462277
47,5864944,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Shankal,36.8116,36.7423,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Shankal village in northern Aleppo. No fatalities reported.",0,1567462276
48,5855093,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Sharan,Qastal Jandu,36.6317,37.0193,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Qastal Jandu area of northern Aleppo. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3.",3,1567462263
49,5860366,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Khirab Rashik,37.1416,42.3360,SOHR,"Turkish and YPG forces exchanged shelling in Khirab Rashik village in northern Aleppo, where YPG fighters damaged a Turkish or Olive Branch forces military vehicle. No fatalities reported.",0,1567462270
50,5860363,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,A'zaz,A'zaz,Jabal Barsaya,36.6358,37.0324,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Jabal Barsaya area of northern Aleppo. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3.",4,1567462270
51,6077871,2018-01-25,Battles,Armed clash,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Menbij,Menbij,Hamran,36.6185,37.7682,Liveuamap,Turkish-backed Olive Branch factions repelled a YPG attempt to advance in Hamran village in northeast Aleppo. No fatalities reported.,0,1571164572
52,5856816,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Abu Dana village in the Afrin district of northern Aleppo. Turkish and Olive Branch forces made advances in the village. No fatalities reported.",0,1567462266
53,5865023,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Hamam area of northern Aleppo. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3.",3,1567462276
54,5841178,2018-01-25,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Qarrah Chouk mountains,37.0667,42.1578,SHAM,"The Turkish army shelled YPG positions in Qarrah Chouk mountains in the north eastern countryside of Al-Hasakeh, no casualties were reported.",0,1567462245
55,5841073,2018-01-25,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Al-Zehiriyeh,37.1756,42.3200,SHAM,"The Turkish army shelled YPG positions in Zheiriyeh village in the north eastern countryside of Al-Hasakeh, no casualties were reported.",0,1567462245
56,6038521,2018-01-25,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Sharan,Abudan - Marsawa,36.7538,36.9138,Liveuamap; SOHR,"YPG and Self-Defense Forces damaged a Turkish or Olive Branch forces military vehicle during clashes in Abudan village in northern Aleppo, where Olive Branch FSA forces advanced in Abudan and another nearby village, later taking control of Abudan. No fatalities reported.",0,1571164389
57,5840104,2018-01-25,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Ain Diwar,37.2791,42.1909,SHAM,"The Turkish army shelled a police station for YPG in Ain Diwar in the north eastern countryside of Al-Hasakeh, no casualties were reported.",0,1567462244
58,6038536,2018-01-25,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Bulbul,Qurna,36.7731,36.8421,Liveuamap; SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Qurna village in northern Aleppo. Olive Branch FSA forces took control of the village. No fatalities reported.",0,1571164389
59,6038531,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,Airwars; SOHR; Liveuamap,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Jandaris sub-district of northern Aleppo. Turkish warplanes also raided the area, targeting YPG positions, areas in the Jandairis town in Afrin in Aleppo, killing a young boy and injuring another civilian. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3. Total fatalities coded as 4.",4,1571164389
60,6038537,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR; Airwars,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Raju sub-district of northern Aleppo, including Amra village where Kurdish forces damaged a Turkish military vehicle. Turkish warplanes also targeted Raju area, killing 1 civilian. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3. Total fatalities coded as 4.",4,1571164389
61,6038528,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap; SOHR,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Bulbul sub-district of northern Aleppo. Turkish warplanes also targeted the area. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3.",3,1571164389
62,6038539,2018-01-25,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Sheikh El-Hadid,Sheikh al-Hadid,36.5016,36.5992,Liveuamap; SOHR,"Clashes, accompanied by Turkish airstrikes, took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Sheikh El-Hadid village in northern Aleppo. No fatalities reported.",0,1571164389
63,6038492,2018-01-24,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap; SOHR,"Turkish forces shelled areas of the Afrin countryside, including the Shirawa area, as Turkish warplanes struck YPG positions in the area. No fatalities reported.",0,1571164389
64,6038519,2018-01-24,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Sharan,Sharan,36.6213,36.9416,Liveuamap; SOHR,"Turkish warplanes carried out raids on Helwaniya, Kindi, and Mazn towns as well as other YPG targets in the Sharan sub-district. No fatalities reported.",0,1571164389
65,5853317,2018-01-24,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Shankal,36.8116,36.7423,SOHR,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG fighters in the Shenkal area of northern Aleppo. No fatalities reported.",0,1567462261
66,6038513,2018-01-24,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Sharan,Maydankay Dam,36.6231,36.8717,Liveuamap; SOHR,"Turkish fighter jets bombed areas in the vicinity of the Maydanki Dam in the Afrin area of northern Aleppo, targeting YPG positions. No fatalities reported.",0,1571164389
67,6075000,2018-01-24,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Jabal Barsaya,36.6358,37.0324,Liveuamap,Turkish and allied FSA Olive Branch forces shelled YPG position in the western vicinity of Jabal Barsaya. YPG positions in the area were destroyed by Turkish Firtina Howitzers and Turkish forces shelled the area with a Rokestan T-122. Olive Branch fighters reportedly captured YPG trenches and interconnected concrete tunnels in the area. No fatalities reported.,0,1571164568
68,6076038,2018-01-24,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,Clashes took place between Turkish and YPG forces in the village of Khalil in Mabata district of Afrin. No fatalities reported.,0,1571164569
69,6075922,2018-01-24,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Ain Al Arab,Lower Shyookh,Shuyukh,36.7672,38.0665,Liveuamap,Turkish forces shelled YPG positions in Shuyukh with artillery. No fatalities reported.,0,1571164569
